user_id,all_purchase1,all_purchase2,all_purchase3,all_purchase4,all_purchase5,all_purchase6,all_purchase7,all_purchase8,all_purchase9,all_purchase10,all_purchase11,all_purchase12,all_purchase13,all_purchase14,all_purchase15,all_purchase16,all_purchase17,all_purchase18,gender,age,occupation,city_category,stay_in_current_city_years,marital_status,total,dist_1,dist_2,dist_3,dist_4,dist_5,dist_6,dist_7,dist_8,dist_9,dist_10,dist_11,dist_12,dist_13,dist_14,dist_15,dist_16,dist_17,dist_18,dist_19,dist_20,dist_21,dist_22,dist_23,dist_24,dist_25,dist_26,dist_27,dist_28,dist_29,dist_30,dist_31,dist_32,dist_33,dist_34,dist_35,dist_36,dist_37,dist_38,dist_39,dist_40,dist_41,dist_42,dist_43,dist_44,dist_45,dist_46,dist_47,dist_48,dist_49,dist_50,dist_51,dist_52,dist_53,dist_54,dist_55,dist_56,dist_57,dist_58,dist_59,dist_60,dist_61,dist_62,dist_63,dist_64,dist_65,dist_66,dist_67,dist_68,dist_69,dist_70,dist_71,dist_72,dist_73,dist_74,dist_75,dist_76,dist_77,dist_78,dist_79,dist_80,dist_81,dist_82,dist_83,dist_84,dist_85,dist_86,dist_87,dist_88,dist_89,dist_90,dist_91,dist_92,dist_93,dist_94,dist_95,dist_96,dist_97,dist_98,dist_99,dist_100,n
1000001,.1847301645371101,.0385089405393411,.3594177779243795,.0168285449545851,.0472260788470707,.0498439191438193,0,.2085336196065143,0,0,0,.012576428,0,.0330183728608227,0,.0493161529442457,0,0,F,0-17,10,A,2,0,333481,0,.1670275,.1736123,.18679135,.15362565,.17873827,.19570325,.15975465,.18064132,.14892024,.20282941,.21351084,.1971381,.21289903,.18955123,.21355744,.18990292,.17183006,.18723388,.21279207,.21361238,.19871186,.19653359,.20717596,.20734996,.19778165,.21303821,.2107282,.20707409,.2141846,.21270983,.21428922,.19853707,.21033636,.20856705,.19727257,.2144985,.21378398,.21566345,.20378977,.21551825,.20631072,.2122346,.21662591,.21567154,.19622917,.20929441,.21557447,.2158339,.21228488,.19205974,.21626899,.21583319,.21415515,.21482608,.20065382,.21150918,.21527748,.21600664,.20504674,.21408293,.21562402,.21153337,.21570791,.21514669,.21552199,.21498197,.21611077,.2162451,.21607357,.20879352,.21595497,.21036536,.21354134,.21616398,.2148103,.21633369,.21477124,.21472959,.21375878,.21469039,.21550687,.21629508,.21581568,.21454461,.21556558,.21632984,.21198159,.21635346,.20915444,.21009822,.21676572,.21447662,.21507525,.21436636,.21626797,.21493687,.2146295,.21135405,.21477138,1
1000002,.3616512535909931,.0138743908644086,0,0,.0703686024370669,.07867837465926,0,.1838807029691371,0,0,0,0,0,0,0,0,0,0,M,55+,16,C,4+,0,1143834,.1670275,0,.0826068,.10268444,.09169215,.13754213,.12968004,.092777632,.13680497,.091450363,.15703207,.17015502,.13850889,.16965504,.13425545,.17034712,.13273123,.11622555,.13553834,.16768432,.17279524,.14359799,.14224815,.16115513,.15935048,.14950606,.17141636,.16782932,.15600882,.17266163,.16957948,.17362924,.14886597,.1684415,.16683254,.14467762,.17305069,.17155737,.17380315,.1508355,.17481492,.16218922,.17067902,.1753182,.17441745,.14561383,.16706248,.17426315,.17514658,.16690257,.14295664,.17488885,.17508756,.17327912,.1734563,.15085551,.17008598,.17359911,.17421229,.16027687,.17278492,.17344645,.16664134,.17395148,.17388265,.17471235,.17383778,.1747591,.17481156,.17464393,.16180372,.17461553,.17303491,.1717917,.17547862,.17486927,.17535789,.17351961,.17239715,.170919,.17254931,.17318431,.17503621,.17404197,.1713406,.17430532,.174973,.16809824,.17503177,.16852306,.16412184,.17575027,.17190981,.17311363,.17321017,.17481601,.17370497,.17157073,.16485058,.17330535,2
1000003,.1538759812557516,.0195588060067225,.0073417890242072,0,.0426976261369305,0,0,.0039159349673403,0,0,0,0,0,0,0,0,0,.0025944667980281,M,26-35,15,A,3,0,1485469,.1736123,.0826068,0,.0033116974,.017692627,.01300867,.0090721138,.011776733,.017692655,.0073878034,.020709215,.02376014,.012038763,.023946406,.013584304,.023593314,.01201196,.0068372423,.011142082,.022511646,.024574313,.013577038,.01381994,.020579051,.019297332,.017158182,.024548301,.023539519,.017972836,.025115859,.02310265,.025489528,.017583689,.022983929,.023515454,.014730425,.024859818,.024392176,.025121516,.01604205,.025535749,.020630382,.024037404,.025707856,.02567685,.014933347,.022492439,.0253978,.02567903,.022246106,.016293583,.025501858,.02577419,.025234107,.025005842,.017087791,.024817189,.024959585,.025232455,.021514766,.02478843,.024924893,.022291848,.025167231,.025627082,.025491776,.025639614,.025547963,.025533214,.025438219,.020157494,.025726212,.02452215,.024531672,.025866702,.025406545,.025859023,.025081526,.024721602,.024224991,.024596626,.024826607,.025637645,.025172776,.024053765,.025609467,.025624299,.023091258,.025574127,.022949036,.021052955,.025874324,.024496481,.024959603,.025322769,.025554599,.025164157,.024211029,.021389307,.025221832,3
1000004,.1217808799046502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,46-50,7,B,2,1,1691456,.18679135,.10268444,.0033116974,0,.016770076,.0078160213,.002652569,.0081818271,.010103963,.012773255,.013206002,.013358414,.0054534576,.013402044,.0071698297,.013466039,.0056157969,.0027161778,.004875131,.012162652,.013829092,.0072544981,.0068013822,.01171155,.009861392,.010105148,.014192045,.013359572,.0087000113,.014352928,.013498631,.014556113,.0091820145,.013640692,.0137146,.007568927,.014201296,.013830996,.014204921,.0076518464,.014592489,.011237535,.014651264,.014641515,.014635271,.0076298038,.012206283,.014484927,.014786154,.011992089,.008852696,.014664844,.014723082,.014389952,.014205252,.0087243756,.014232135,.014138397,.014312126,.012153034,.014128054,.014024586,.01210522,.01427663,.014664832,.014682297,.014668873,.014581328,.01456332,.014555328,.01057648,.014704052,.014065688,.013825564,.014813698,.014873553,.014781326,.014191498,.013977844,.013566728,.013917803,.01396735,.01460956,.014258784,.013334498,.014636826,.014586953,.012897486,.014687685,.012904191,.011074422,.014773668,.013790313,.014108232,.014508081,.014539109,.014374423,.013461727,.011288668,.014387701,4
1000005,.0773748565647094,.0104009740266202,.0043188798853075,.0030830378390556,.0463387035081595,.0261656219390023,.0298329483847883,.1037036653761637,0,0,.0041982808063979,0,0,.0044120158076337,.0069151432243417,.0100280323205531,0,0,M,26-35,20,A,1,1,2512457,.15362565,.09169215,.017692627,.016770076,0,.010984638,.014630013,.003084505,.0088526243,.0081137642,.013523028,.019179363,.014689441,.018859455,.0097806389,.019071475,.011441821,.010964598,.013018744,.019081427,.020073557,.013393614,.013303964,.016197268,.017312923,.012669525,.019020893,.017925911,.017098946,.019457582,.018719004,.019805146,.013029194,.017971579,.017053032,.012967261,.019794274,.019393791,.020217719,.015791282,.02036792,.017139422,.018234786,.020619597,.020162772,.013361835,.018682327,.020174634,.020352989,.018850854,.011172849,.020334991,.020403814,.019815184,.020021282,.014396539,.018221617,.020185385,.020345336,.015342154,.01969528,.02022554,.01855593,.020232454,.01985752,.02020606,.019793512,.020369152,.02042878,.020311432,.017728556,.020269006,.019950792,.019527469,.020523174,.020092519,.020512903,.020096652,.019728525,.019320844,.019813258,.020154292,.020492356,.020303659,.019800894,.020084264,.02049242,.018516211,.020400031,.018667178,.018413844,.02073352,.019632891,.019974519,.01962243,.02046161,.020003624,.019808201,.018565033,.019784069,5
1000006,.0429263458333895,.0124474957182233,.0205103414459732,.0043473043911855,.0262543020920106,.0028389571310557,0,.0171333310511023,0,0,0,.0015775057,0,0,0,0,0,.0031754133172332,F,51-55,9,A,1,0,2891907,.17873827,.13754213,.01300867,.0078160213,.010984638,0,.002244567,.0070143528,.0015111725,.0094128866,.0015259126,.0027099038,.0016230661,.0027442598,.00078152952,.0025898267,.0011741535,.0018820965,.00075663446,.0025609504,.0029593967,.00063811464,.00083300972,.0015978562,.0017879286,.00072897319,.0027664248,.0024555158,.0017841579,.0030268736,.0023663794,.0031622851,.0011448384,.0021677129,.002243273,.00072328013,.0029794327,.0028504673,.0031811961,.0013170693,.0032378263,.0017304772,.002441518,.0033729237,.0032874553,.00060870248,.0023680055,.0032018074,.0032505884,.0024715399,.00073455198,.0032251233,.0033200702,.0030815606,.0030740821,.0010748383,.0027948003,.0031039189,.0032126817,.0017796163,.002954277,.0031513965,.002398974,.0031743129,.0032179572,.0031746908,.0032112987,.0032728594,.00327995,.0032266071,.0019223555,.003310388,.0027181776,.0029133176,.0033537205,.0030410034,.0033674838,.0031161327,.0030095626,.0028633969,.002968109,.0031154184,.0033217496,.0031944176,.0029288155,.0032443651,.0033229657,.0024862064,.0032580204,.0022951793,.0021997141,.0034082416,.0029529384,.0030988264,.0030884899,.0033026745,.0030931572,.0029585192,.0023245146,.0031021528,6
1000007,.0703808358288014,0,0,0,.0022428825582935,0,0,0,0,0,.0023609121738112,0,0,0,0,0,0,0,M,36-45,1,B,1,1,3126334,.19570325,.12968004,.0090721138,.002652569,.014630013,.002244567,0,.0073652407,.0035908385,.013261558,.0044807829,.0041263308,.0010464444,.004155796,.0017326749,.0041802749,.0011369834,.001142938,.00056459568,.0034762484,.0043957541,.0014049201,.0011691484,.0032901515,.0023012259,.0027642001,.0046023931,.0041393558,.001764516,.0046883267,.0042225788,.0048083495,.0021542122,.0043221186,.0043751579,.0014479168,.0045938496,.0043884427,.0046012686,.0013118808,.0048227268,.003008465,.0049216826,.0048439461,.0048527266,.001430565,.0035081594,.0047606393,.0049298257,.0033833659,.0022286747,.0048592817,.004901214,.0047095101,.0046000611,.0018320929,.0046452447,.0045639803,.0046630478,.0035686027,.0045530279,.0045013325,.0034433918,.0046426146,.0048679952,.0048697614,.0048733135,.0048162313,.0048066266,.0047986321,.002647795,.0048917141,.0045487378,.0043881806,.0049514174,.0049792151,.0049333903,.0045971065,.0044722855,.0042435811,.0044370461,.0044688131,.0048342743,.0046346541,.004116104,.0048509985,.0048226607,.0038713601,.0048735053,.0038857928,.0029088566,.0049296701,.0043666512,.0045490093,.0047773784,.004794681,.0046952744,.0041867686,.0030178779,.0047056936,7
1000008,.0885446632435005,.0040635971693239,.0033814451070247,0,.0116967665839298,.0132932981109027,0,.0820713562666603,0,0,0,0,0,0,0,0,0,0,M,26-35,12,C,4+,1,3922879,.15975465,.092777632,.011776733,.0081818271,.003084505,.0070143528,.0073652407,0,.0056391992,.0090125473,.010641889,.013506521,.0082568917,.013222891,.0057537965,.013578159,.00636617,.0050643436,.0072373939,.013002508,.014155144,.0085896999,.0081732618,.011298761,.011156365,.0087635899,.013708346,.012655561,.010633362,.013948772,.013626644,.01418784,.0081979493,.013210143,.012238166,.0082421377,.014156988,.013772784,.014367004,.0096151503,.014605275,.011531188,.013744117,.014770158,.01440203,.0081944978,.012720311,.014428599,.014704412,.012796286,.0069047315,.014670476,.014628091,.014158661,.014265414,.008999005,.012964066,.014345179,.01449527,.010581682,.014060486,.014306109,.012641195,.014405241,.01422582,.014582502,.014147739,.014594299,.014625929,.014588542,.011717246,.014554886,.014227288,.01379415,.014748093,.014700311,.014713389,.014255857,.014001956,.013555204,.014045477,.014252222,.014665667,.014436269,.0138072,.014374566,.014644326,.012957592,.014697575,.013034359,.012218338,.014872057,.013862517,.014164299,.014068685,.014618659,.014325566,.013846681,.012376802,.014142664,8
1000009,.0331145298736572,0,.0119437509284701,0,.0113214130501441,.0262998083394161,.0037357984200898,.0347738761554264,0,0,0,0,0,0,.003849373422431,.0064604915074458,0,0,M,26-35,17,C,0,0,4516839,.18064132,.13680497,.017692655,.010103963,.0088526243,.0015111725,.0035908385,.0056391992,0,.013501928,.0016555557,.0027082148,.002960843,.002570936,.00064818998,.0028007771,.0014765817,.0033745125,.0020451087,.0026926829,.0030115161,.0018700815,.0013692104,.0019728146,.002192281,.0013614035,.0027050781,.0022968433,.0022369358,.0028303044,.0027627929,.0029199093,.00097776682,.0025709723,.002175309,.0013437237,.0029866504,.002798134,.0031179879,.0020333028,.0031753373,.0021089744,.0028174322,.0032883089,.0030983621,.0013972265,.0024688609,.0031211234,.0031881586,.0026233697,.00060270814,.0032064582,.0031905,.0029085395,.0030380974,.0014026269,.0024732244,.0031001309,.003170365,.001548817,.0029440366,.0031109727,.0025206185,.0031308453,.0029825773,.0031522827,.0030014073,.0031835951,.0032036279,.0031801318,.0022899946,.0030797278,.0029794946,.0028229789,.0032453907,.0031554434,.0032363883,.0030502556,.002904919,.0027779287,.0029877969,.0030760546,.0032290709,.0031549989,.0029449819,.0030853134,.0032294192,.0024695264,.0032247079,.0025527971,.0024759599,.0033175142,.0028890327,.0030069323,.0028970686,.0032090088,.0030306915,.0029371795,.0025359178,.0029518025,9
1000010,.104588843647295,.0385005215869704,.0280101550552807,.0026232646483681,.0877651026535504,.0037183355580233,.0031343077101397,.0496239713145861,0,0,.0006840828108116,.0015190706,.0001148613,.0034159272844201,0,0,.0007676862850669,0,F,36-45,1,B,4+,1,6686325,.14892024,.091450363,.0073878034,.012773255,.0081137642,.0094128866,.013261558,.0090125473,.013501928,0,.015050727,.021376725,.013363086,.021501293,.011433398,.020881938,.012010701,.0086639542,.01179002,.021058533,.022273293,.012224363,.013343764,.01751467,.018570308,.01327105,.021369265,.020530373,.018193968,.022239512,.019942584,.022669436,.015477601,.019228084,.019606214,.013383239,.022127604,.021780564,.022742391,.016204447,.02288641,.018528277,.019623451,.023225918,.022996118,.013521289,.020711852,.022756333,.022846127,.02078349,.013285057,.022738313,.02310857,.022481594,.022453105,.015700595,.021430144,.022541894,.022812933,.018102745,.022079518,.022685966,.020566238,.022708891,.022761917,.022625303,.022732554,.022947894,.022971196,.022784982,.019054996,.023049457,.021674048,.022045311,.023175104,.022142453,.023213437,.022616491,.022247167,.021864073,.022131098,.022584174,.023097962,.022773884,.02210941,.022850299,.023106528,.020721257,.022845319,.020373486,.020013336,.02333693,.022103233,.0225226,.022397088,.023054156,.022465639,.022185767,.020333352,.022468381,10
